id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/2295191,"Prince Edward County, Virginia, 30 Years After: ""A Pretty Good Place to Live""",The Journal of Negro Education,1993,10.2307/2295191,article,research-article,jstor,,1993-04-01,2,62,http://www.jstor.org/stable/2295191,Wilbur B. Brookover; Arthur Dudley; Robert L. Green,Journal of Negro Education,eng,162,170,,prince edward; desegregation; americans; school closings; whites; negro education; schools; respondents; supervisors; race relations,4417,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/4129629,Review Article,The Journal of Negro Education,2004,10.2307/4129629,article,book-review,jstor,,2004-10-01,4,73,http://www.jstor.org/stable/4129629,Dawn G. Williams; Paul E. Peterson,Journal of Negro Education,eng,458,459,,nation; koret task; education; reform; schools; accountability; minority; achievement; curriculum standards; koret task force,875,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2967097,Ironies of School Desegregation,The Journal of Negro Education,1978,10.2307/2967097,article,research-article,jstor,,1978-01-01,1,47,http://www.jstor.org/stable/2967097,Faustine C. Jones,Journal of Negro Education,eng,2,27,,desegregation; school desegregation; blacks; schools; negro education; education; educational; busing; segregation; public,11292,26,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.86.2.0095,<em>Education Research in the Black Liberation Tradition: Return What You Learn to the People</em>,The Journal of Negro Education,2017,10.7709/jnegroeducation.86.2.0095,article,research-article,jstor,,2017-01-01,2,86,http://www.jstor.org/stable/10.7709/jnegroeducation.86.2.0095,Joyce Elaine King,Journal of Negro Education,en,95,114,,septima clark; pedagogy; african; liberation; freire; people; education; africana black; liberation tradition; liberation pedagogy,17592,20,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41341116,Sneaking Out of the Big House? Perceptions of African American Mentees in a Graduate-Level Teacher Education Program on a White Campus,The Journal of Negro Education,2011,10.2307/41341116,article,research-article,jstor,,2011-04-01,2,80,http://www.jstor.org/stable/41341116,Jenice L. View; Rona Frederick,Journal of Negro Education,eng,134,148,,teacher educators; teachers; african; education; students; mentoring; professors; classroom teachers; classroom; american,8747,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41341154,"Competition, Conflict, and Coalitions: Black-Latino/a Relations within Institutions of Higher Education",The Journal of Negro Education,2011,10.2307/41341154,article,research-article,jstor,,2011-10-01,4,80,http://www.jstor.org/stable/41341154,Patricia E. Literte,Journal of Negro Education,eng,477,490,,latino; blacks; blacks and latino; students; black latino; coalition; campus; negro education; education; relations,8284,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.87.4.0375,Expanding Understandings of Literacy: The Double Consciousness of a Black Middle Class Child in Church and School,The Journal of Negro Education,2018,10.7709/jnegroeducation.87.4.0375,article,research-article,jstor,,2018-10-01,4,87,http://www.jstor.org/stable/10.7709/jnegroeducation.87.4.0375,Kamania Wynter-Hoyte; Gloria Swindler Boutte,Journal of Negro Education,eng,375,390,,melissa; church; literacy; school; negro education; african; literacy practices; children; school literacies; students,10070,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2966594,Problems and Promises of Urban Public Schools,The Journal of Negro Education,1975,10.2307/2966594,article,research-article,jstor,,1975-07-01,3,44,http://www.jstor.org/stable/2966594,Frank Brown,Journal of Negro Education,eng,247,256,,schools; education; urban schools; quality education; minority; community control; negro education; integrated schools; teachers; racially integrated,3983,10,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2967282,"Allison Davis and the Study of Race, Social Class, and Schooling",The Journal of Negro Education,1995,10.2307/2967282,article,research-article,jstor,,1995-01-01,1,64,http://www.jstor.org/stable/2967282,Michael R. Hillis,Journal of Negro Education,eng,33,41,,multicultural education; daviss; allison davis; negro education; davis eells; culture; intelligence; bondage; class influences; dollard,5358,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294954,Review Article,The Journal of Negro Education,1983,10.2307/2294954,article,book-review,jstor,,1983-10-01,4,52,http://www.jstor.org/stable/2294954,Peter Sola; David L. Kirp,Journal of Negro Education,eng,457,459,,racial equality; achieve racial; policy; schooling; professor kirp; race and schooling; school policy; conservative ideology; schooling policy; intervene kirp,887,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294119,The Negro as Voter and Officeholder,The Journal of Negro Education,1963,10.2307/2294119,article,research-article,jstor,,1963-10-01,4,32,http://www.jstor.org/stable/2294119,Harold F. Gosnell; Robert E. Martin,Journal of Negro Education,eng,415,425,,negroes; negro vote; registration; voter registration; nonwhites; negro registration; registration drives; rights; election; elected,6034,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3211296,Transporting Homeless Students to Increase Stability: A Case Study of Two Texas Districts,The Journal of Negro Education,2003,10.2307/3211296,article,research-article,jstor,,2003-01-01,1,72,http://www.jstor.org/stable/3211296,Barbara Wand James; Patrick D. Lopez,Journal of Negro Education,eng,126,140,,mckinney vento; homeless; school; experiencing homelessness; children; transportation; students; homeless children; poverty; districts,9344,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41341115,"A Matter of Diversity, Equity, and Necessity: The Tension between Maryland's Higher Education System and its Historically Black Colleges and Universities over the Office of Civil Rights Agreement",The Journal of Negro Education,2011,10.2307/41341115,article,research-article,jstor,,2011-04-01,2,80,http://www.jstor.org/stable/41341115,Robert T. Palmer; Ryan J. Davis; Marybeth Gasman,Journal of Negro Education,eng,121,133,,maryland; black colleges; education; historically black; desegregation; gasman; collegiate desegregation; negro education; public hbcus; hbcus and pwis,7765,13,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40034568,Brown's Legacy: Fulfilling the Promise of Equal Education,The Journal of Negro Education,2007,10.2307/40034568,article,research-article,jstor,,2007-07-01,3,76,http://www.jstor.org/stable/40034568,Robert L. Carter,Journal of Negro Education,eng,240,249,,blacks; education; segregation; negro education; schools; black children; racial; rights; supreme; houston,6650,10,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2668212,In Defense of Themselves: The Black Student Struggle for Success and Recognition at Predominantly White Colleges and Universities,The Journal of Negro Education,1999,10.2307/2668212,article,research-article,jstor,,1999-01-01,1,68,http://www.jstor.org/stable/2668212,Joy Ann Williamson,Journal of Negro Education,eng,92,105,,black students; student; predominantly white; campus; african; education; negro education; black power; student unions; black studies,7851,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2293511,Bibliography,The Journal of Negro Education,1957,10.2307/2293511,article,misc,jstor,,1957-10-01,4,26,http://www.jstor.org/stable/2293511,Dorothy B. Porter; Dolores C. Leffall; Doris M. Hull,Journal of Negro Education,eng,494,508,,african; negro history; negro education; interracial review; history bulletin; bulletin; negro history bulletin; africa south; gold coast; belgian congo,9776,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2967041,The Affinity of Negro Pupils for Segregated Schools: Obstacle to Desegregation,The Journal of Negro Education,1971,10.2307/2967041,article,research-article,jstor,,1971-10-01,4,40,http://www.jstor.org/stable/2967041,James Bolner; Arnold Vedlitz,Journal of Negro Education,eng,313,321,,desegregation; school; pupils; negro pupils; school desegregation; white school; segregated; negroes; negro education; baton rouge,4662,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2696264,The Relationship of High School Characteristics to the Selection of Undergraduate Students for Admission to the University of California-Berkeley,The Journal of Negro Education,2000,10.2307/2696264,article,research-article,jstor,,2000-01-01,1/2,69,http://www.jstor.org/stable/2696264,Mitchell James Chang,Journal of Negro Education,eng,49,59,,students; schools; admitted; attended high; lep students; chicano; california; latino students; percentages; attended high schools,4806,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294664,Formula for Failure: A Critique of the Intent Requirement in School Segregation Litigation,The Journal of Negro Education,1983,10.2307/2294664,article,research-article,jstor,,1983-07-01,3,52,http://www.jstor.org/stable/2294664,Harold J. Sullivan,Journal of Negro Education,eng,270,289,,segregation; decision; intent; school; school segregation; discriminatory intent; policy; school authorities; housing; negro education,7953,20,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2967284,Desegregating Gifted Education: A Need Unmet,The Journal of Negro Education,1995,10.2307/2967284,article,research-article,jstor,,1995-01-01,1,64,http://www.jstor.org/stable/2967284,Donna Y. Ford,Journal of Negro Education,eng,52,62,,gifted; students; gifted programs; giftedness; gifted education; african; gifted students; underachievement; american students; negro education,5955,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3211253,Back Matter,The Journal of Negro Education,2003,10.2307/3211253,article,misc,jstor,,2003-07-01,3,72,http://www.jstor.org/stable/3211253,,Journal of Negro Education,eng,,,,negro education; howard university; pictorial history; erma glasco; little rock; ndaa pictorial; dunbar high; territories add; zip phne; institutional purchase,794,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2966619,A Manifesto of the Black Student Activists in a Southern Black College Under the Integration Order,The Journal of Negro Education,1977,10.2307/2966619,article,research-article,jstor,,1977-04-01,2,46,http://www.jstor.org/stable/2966619,Tae Y. Nam,Journal of Negro Education,eng,168,185,,pine bluff; student; student government; negro education; arkansawyer; crenshaw; arkansas; chancellor; leadership; merger,7958,18,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40034662,"Special Focus: Dr. Anna Julia Cooper, 1858-1964: Teacher, Scholar, and Timeless Womanist",The Journal of Negro Education,2006,10.2307/40034662,article,research-article,jstor,,2006-10-01,4,75,http://www.jstor.org/stable/40034662,Mark S. Giles,Journal of Negro Education,eng,621,634,,cooper; lemert bhan; black feminist; black women; education; baker fletcher; negro education; anna julia; womanist; julia cooper,8974,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294882,Black Teachers' Salaries and the Federal Courts Before Brown V. Board of Education: One Beginning for Equity,The Journal of Negro Education,1986,10.2307/2294882,article,research-article,jstor,,1986-04-01,2,55,http://www.jstor.org/stable/2294882,Bruce Beezer,Journal of Negro Education,eng,200,213,,salary; teachers; salary schedules; black teachers; white teachers; negro education; education; racial discrimination; racially discriminatory; naacp battlefront,5189,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/4129601,Editor's Comment,The Journal of Negro Education,2004,10.2307/4129601,article,misc,jstor,,2004-07-01,3,73,http://www.jstor.org/stable/4129601,Frederick D. Harper,Journal of Negro Education,eng,171,171,,negro education; racial desegregation; special issue; schools; racially desegregated; worth noting; editorial comment; jnes dialogue; negro need; thurgood marshall,584,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295091,Occupational Credentialing: Help or Hindrance?,The Journal of Negro Education,1980,10.2307/2295091,article,research-article,jstor,,1980-07-01,3,49,http://www.jstor.org/stable/2295091,Donald R. Brown,Journal of Negro Education,eng,326,336,,credentialing; licensure certification; test bias; examinations; negro education; credentialing boards; regulatory; licensing; racial minorities; occupational credentialing,4492,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295641,Effects of the 1987 Civil Rights Restoration Act on Educational Policy and Practice,The Journal of Negro Education,1990,10.2307/2295641,article,research-article,jstor,,1990-04-01,2,59,http://www.jstor.org/stable/2295641,Ward Weldon,Journal of Negro Education,eng,155,164,,restoration act; federal; federal funds; antidiscrimination; grove city; antidiscrimination laws; federal aid; program; guidelines; negro education,4403,10,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41341136,The Use of Educational Documentary in Urban Teacher Education: A Case Study of Beyond the Bricks,The Journal of Negro Education,2011,10.2307/41341136,article,research-article,jstor,,2011-07-01,3,80,http://www.jstor.org/stable/41341136,Yolanda Sealey-Ruiz,Journal of Negro Education,eng,310,324,,black male; teachers; students; bricks; male students; beyond the bricks; education; negro education; school; black male students,9247,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.87.4.0464,Book/Media Review,The Journal of Negro Education,2018,10.7709/jnegroeducation.87.4.0464,article,book-review,jstor,,2018-10-01,4,87,http://www.jstor.org/stable/10.7709/jnegroeducation.87.4.0464,Jennifer C. Farmer; Tondra Loder-Jackson,Journal of Negro Education,eng,464,465,,loder jackson; ubuntu pedagogy; educators; american educators; rights movement; ubuntu oriented; african american educators; civil rights movement; black feminist; feminist thought,1235,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2966664,Black Americans and the City: A Historical Survey,The Journal of Negro Education,1973,10.2307/2966664,article,research-article,jstor,,1973-07-01,3,42,http://www.jstor.org/stable/2966664,Faustine C. Jones,Journal of Negro Education,eng,261,282,,blacks; cities; housing; schools; black population; whites; education; migration; negro education; northern,11843,22,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40026732,The Experiences of an African American Male Learning Mathematics in the Traditional and the Online Classroom--A Case Study,The Journal of Negro Education,2005,10.2307/40026732,article,research-article,jstor,,2005-10-01,4,74,http://www.jstor.org/stable/40026732,Darryl L. Corey; Beverly L. Bower,Journal of Negro Education,eng,321,331,,web supported; classroom; mathematics; african; learning; algebra; american male; student; african american male; traditional classroom,7108,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2293307,Bibliography,The Journal of Negro Education,1955,10.2307/2293307,article,misc,jstor,,1955-10-01,4,24,http://www.jstor.org/stable/2293307,,Journal of Negro Education,eng,469,492,,unpublished masters; masters thesis; unpublished masters thesis; montgomery alabama; thesis montgomery; africa; thesis atlanta; alabama state; atlanta; thesis montgomery alabama,15428,24,unigrams; bigrams; trigrams
http://www.jstor.org/stable/25608739,Sponsor's Comment: The Campaign for Black Male Achievement,The Journal of Negro Education,2009,10.2307/25608739,article,misc,jstor,,2009-07-01,3,78,http://www.jstor.org/stable/25608739,Shawn Dove,Journal of Negro Education,eng,193,194,,black boys; male achievement; black male; negro education; black male achievement; campaign; educational outcomes; shawn dove; campaign for black; educating black,866,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2293722,Bibliography,The Journal of Negro Education,1959,10.2307/2293722,article,misc,jstor,,1959-04-01,2,28,http://www.jstor.org/stable/2293722,Dorothy B. Porter; Dolores C. Leffall,Journal of Negro Education,eng,154,162,,africa; ethiopia observer; negro history; negro education; new commonwealth; history bulletin; west africa; interracial review; negro history bulletin; west indies,4687,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40034541,The Perceived Barriers to Integration in the Mississippi Delta,The Journal of Negro Education,2005,10.2307/40034541,article,research-article,jstor,,2005-04-01,2,74,http://www.jstor.org/stable/40034541,Suzanne E. Eckes,Journal of Negro Education,eng,159,173,,delta private; delta public; private academy; school; delta private academy; delta public school; informants; segregation; racism; desegregation,8985,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/4129604,The First Serious Implementation of Brown: The 1964 Civil Rights Act and Beyond,The Journal of Negro Education,2004,10.2307/4129604,article,research-article,jstor,,2004-07-01,3,73,http://www.jstor.org/stable/4129604,Frank Brown,Journal of Negro Education,eng,182,190,,school desegregation; rights act; schools; rights; school districts; supreme; education; plaintiffs; civil rights act; discrimination,5972,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2293883,Editorial Comment: Improving Schools in Their Societal Context,The Journal of Negro Education,1967,10.2307/2293883,document,editorial,jstor,,1967-04-01,2,36,http://www.jstor.org/stable/2293883,,Journal of Negro Education,eng,89,93,,schools; ghetto; education; racial isolation; family; community; presidents commission; editorial comment; negro education; dark ghetto,2124,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294945,Views of Black School Superintendents on School Desegregation,The Journal of Negro Education,1983,10.2307/2294945,article,research-article,jstor,,1983-10-01,4,52,http://www.jstor.org/stable/2294945,Hugh J. Scott,Journal of Negro Education,eng,378,382,,school desegregation; black superintendents; desegregation strategies; black students; black school; students; black americans; racial balance; systems; school desegregation strategies,1955,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295606,Beyond Multicultural Illiteracy,The Journal of Negro Education,1991,10.2307/2295606,article,research-article,jstor,,1991-04-01,2,60,http://www.jstor.org/stable/2295606,Gloria Ladson-Billings,Journal of Negro Education,eng,147,157,,students; multicultural; teaching; multicultural education; teaching majors; pre teaching; multicultural illiteracy; negro education; curriculum; pre teaching majors,5076,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40034582,"Embracing the Outsider, and Suffering Change Charles A. Martin, Former Editor-in-Chief ""The Journal of Negro Education""",The Journal of Negro Education,2007,10.2307/40034582,article,research-article,jstor,,2007-07-01,3,76,http://www.jstor.org/stable/40034582,Charles A. Martin,Journal of Negro Education,eng,408,413,,negro education; howard university; howard; bill cosby; theresa rector; president; kluger; african; paula zahn; school,3722,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295192,The Effect of Early Educational Disruption on the Belief Systems and Educational Practices of Adults: Another Look at the Prince Edward County School Closings,The Journal of Negro Education,1993,10.2307/2295192,article,research-article,jstor,,1993-04-01,2,62,http://www.jstor.org/stable/2295192,Margaret E. Hale-Smith,Journal of Negro Education,eng,171,189,,prince edward; school; school closings; school group; students; negro education; education; african; educational; desegregation,8732,19,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.83.4.0433,Assessment of Content and Language in Light of the New Standards: Challenges and Opportunities for English Language Learners,The Journal of Negro Education,2014,10.7709/jnegroeducation.83.4.0433,article,research-article,jstor,,2014-01-01,4,83,http://www.jstor.org/stable/10.7709/jnegroeducation.83.4.0433,Kenji Hakuta,Journal of Negro Education,en,433,441,,language; language proficiency; formative assessment; students; content; standards; language learners; english; common core; negro education,4956,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295071,Chicago Mastery Learning Reading: Mastery Learning Instruction and Assessment in Inner-City Schools,The Journal of Negro Education,1985,10.2307/2295071,article,research-article,jstor,,1985-07-01,3,54,http://www.jstor.org/stable/2295071,Michael Katims; Beau Fly Jones,Journal of Negro Education,eng,369,387,,mastery; learning; instructional; school; achievement; negro education; classroom; teachers; learning instruction; cmlr materials,7640,19,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.82.2.0123,African American Homeschooling and the Question of Curricular Cultural Relevance,The Journal of Negro Education,2013,10.7709/jnegroeducation.82.2.0123,article,research-article,jstor,,2013-07-03,2,82,http://www.jstor.org/stable/10.7709/jnegroeducation.82.2.0123,Ama Mazama; Garvey Lundy,Journal of Negro Education,en,123,138,,african; education; negro education; children; asante; eurocentric; american; schooling; parents; curriculum,9156,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2293785,The Civil War and Intellectuals of the North,The Journal of Negro Education,1958,10.2307/2293785,article,research-article,jstor,,1958-10-01,4,27,http://www.jstor.org/stable/2293785,Lorraine Williams,Journal of Negro Education,eng,476,485,,intellectuals; wentworth higginson; slavery; lothrop motley; emerson; waldo emerson; war effort; wendell holmes; ralph waldo; greenleaf whittier,5023,10,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.86.1.0065,"<em>Non-cognitive Ability, College Learning, and Student Retention</em>",The Journal of Negro Education,2017,10.7709/jnegroeducation.86.1.0065,article,research-article,jstor,,2017-01-01,1,86,http://www.jstor.org/stable/10.7709/jnegroeducation.86.1.0065,John Gray; Omari H. Swinton,Journal of Negro Education,en,65,76,,policy; semester; students; post policy; school gpa; pre policy; policy group; high school gpa; benedict college; semester gpas,9489,12,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294123,The Progress of the Negro in Elementary and Secondary Education,The Journal of Negro Education,1963,10.2307/2294123,article,research-article,jstor,,1963-10-01,4,32,http://www.jstor.org/stable/2294123,Eunice S. Newton; Earle H. West,Journal of Negro Education,eng,466,484,,school; nonwhite; education; elementary; negro teachers; desegregation; elementary education; secondary education; secondary; states,8694,19,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.83.3.0300,No Blacks Allowed: Segregated Gifted Education in the Context of <em>Brown v. Board of Education</em>,The Journal of Negro Education,2014,10.7709/jnegroeducation.83.3.0300,article,research-article,jstor,,2014-01-01,3,83,http://www.jstor.org/stable/10.7709/jnegroeducation.83.3.0300,"Donna Y. Ford; Robert A. King, Jr.",Journal of Negro Education,en,300,310,,gifted education; black students; students; representation; gifted and talented; giftedness; talented students; programs; disparate impact; negro education,3057,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295275,The Resegregation of Schools in Small Towns and Rural Areas of North Carolina,The Journal of Negro Education,1988,10.2307/2295275,article,research-article,jstor,,1988-01-01,1,57,http://www.jstor.org/stable/2295275,Joseph Di Bona,Journal of Negro Education,eng,43,50,,enrollment; percent; school districts; schools; carolina; segregation; blacks; negro education; counties; black enrollments,3127,8,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2966529,A Test in Black History,The Journal of Negro Education,1974,10.2307/2966529,article,research-article,jstor,,1974-07-01,3,43,http://www.jstor.org/stable/2966529,Gregory C. Coffin; Elsie F. Harley; M. L. Rhodes,Journal of Negro Education,eng,353,379,,negro education; blacks; united; history; states; american; luther king; slavery; first black; rights,6423,27,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40027233,Putting the Movement Back into Civil Rights Teaching,The Journal of Negro Education,2005,10.2307/40027233,article,book-review,jstor,,2005-01-01,1,74,http://www.jstor.org/stable/40027233,Randolph Carter; Deborah Menkart; Alana D. Murray; Jenice View,Journal of Negro Education,eng,88,89,,movement; rights; rights teaching; movement back; civil rights teaching; rustin septima; putting the movement; rights movement; back into civil; murray jenice,906,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295203,Front Matter,The Journal of Negro Education,1989,10.2307/2295203,article,misc,jstor,,1989-10-01,4,58,http://www.jstor.org/stable/2295203,,Journal of Negro Education,eng,,,,negro education; howard university; education howard; editorial advisory; advisory board; abstracts; black people; education howard university; postage; circulation department,1311,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294826,Volume Information,The Journal of Negro Education,1986,10.2307/2294826,article,misc,jstor,,1986-10-01,4,55,http://www.jstor.org/stable/2294826,,Journal of Negro Education,eng,555,558,,mannan golam; marjorie hanson; winter; summer; spring; education; desegregation; sola peter; hanson winter; teacher,1111,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/20798334,United States v. Fordice: Mississippi Higher Education Without Public Historically Black Colleges and Universities,The Journal of Negro Education,2010,10.2307/20798334,article,research-article,jstor,,2010-04-01,2,79,http://www.jstor.org/stable/20798334,"John Michael Lee, <suffix>Jr.</suffix>",Journal of Negro Education,eng,166,181,,closure merger; education; african; mississippi; mandated integration; american students; public hbcus; african american students; higher; desegregation,8951,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.86.3.0406,"B<span class=""small-caps"">ook</span>/M<span class=""small-caps"">edia</span> R<span class=""small-caps"">eviews</span>",The Journal of Negro Education,2017,10.7709/jnegroeducation.86.3.0406,article,research-article,jstor,,2017-01-01,3,86,http://www.jstor.org/stable/10.7709/jnegroeducation.86.3.0406,Michael D. Royster; Kenneth Fasching-Varner; Nicholas Daniel Hartlep; Lori L. Martin; Cleveland Hayes; Roland W. Mitchell; Chaunda M. Allen-Mitchell,Journal of Negro Education,en,406,407,,racism; fasching varner; debunking colorblindness; african; american males; communities; racially charged; kenneth fasching; prairie view; contributors,1865,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295334,Is Higher Education Desegregation a Remedy for Segregation but not Educational Inequality?: A Study of the Ayers v. Mabus Desegregation Case,The Journal of Negro Education,1991,10.2307/2295334,article,research-article,jstor,,1991-10-01,4,60,http://www.jstor.org/stable/2295334,"Elias Blake, <suffix>Jr.</suffix>",Journal of Negro Education,eng,538,565,,blacks; mississippis; enrollment; colleges; desegregation; ihl system; education; mississippis hbcus; black enrollment; black colleges,13163,28,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.85.1.bm,Back Matter,The Journal of Negro Education,2016,10.7709/jnegroeducation.85.1.bm,article,research-article,jstor,,2016-01-01,1,85,http://www.jstor.org/stable/10.7709/jnegroeducation.85.1.bm,,Journal of Negro Education,en,87,90,,glazier; gmailcom website; website http; journalnegroed gmailcom; negro education; phone credit; mail purchase; gmailcom website http; subscription; cross hall,1180,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.83.3.0199,"Still Separate, Still Unequal: The Relation of Segregation in Neighborhoods and Schools to Education Inequality",The Journal of Negro Education,2014,10.7709/jnegroeducation.83.3.0199,article,research-article,jstor,,2014-01-01,3,83,http://www.jstor.org/stable/10.7709/jnegroeducation.83.3.0199,"Odis Johnson, Jr.",Journal of Negro Education,en,199,215,,quintile; minority; segregation; minority schools; income quintile; minority quintile; racial; school; racial segregation; high minority,10475,17,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.82.1.0020,Racial Inequality and the Social Reconstructionists at Teachers College,The Journal of Negro Education,2013,10.7709/jnegroeducation.82.1.0020,article,research-article,jstor,,2013-04-23,1,82,http://www.jstor.org/stable/10.7709/jnegroeducation.82.1.0020,Mary Rose McCarthy; Sonia E. Murrow,Journal of Negro Education,en,20,34,,teachers college; education; racial; social; negro education; racial inequality; new college; social frontier; students; kilpatrick,8944,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40034572,The Impact of the Desegregation Process on the Education of Black Students: A Retrospective Analysis,The Journal of Negro Education,2007,10.2307/40034572,article,research-article,jstor,,2007-07-01,3,76,http://www.jstor.org/stable/40034572,Jacqueline Jordan Irvine; Russell W. Irvine,Journal of Negro Education,eng,297,305,,african; american; students; american students; african american students; desegregation; education; negro education; teachers; american teachers,4936,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2293466,Educational Integration in West Virginia--One Year Afterward,The Journal of Negro Education,1955,10.2307/2293466,article,research-article,jstor,,1955-07-01,3,24,http://www.jstor.org/stable/2293466,Lawrence V. Jordan,Journal of Negro Education,eng,371,381,,desegregation; schools; negro students; virginia; integration; integrated; education; state college; decision; negro schools,5164,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294881,Reversing Affirmative Action: A Theoretical Construct,The Journal of Negro Education,1986,10.2307/2294881,article,research-article,jstor,,1986-04-01,2,55,http://www.jstor.org/stable/2294881,Mfanya Donald Tryman,Journal of Negro Education,eng,185,199,,blacks; affirmative; negro education; predominantly white; candidate; search committee; tenure; theoretical construct; action; underqualified,5862,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.83.3.0194,60 Years after <em>Brown v. Board of Education</em>: The Impact of the Congressional Black Caucus on the Education of Black People in the United States of America <em>(Editor’s Commentary)</em>,The Journal of Negro Education,2014,10.7709/jnegroeducation.83.3.0194,article,research-article,jstor,,2014-01-01,3,83,http://www.jstor.org/stable/10.7709/jnegroeducation.83.3.0194,Ivory A. Toldson,Journal of Negro Education,en,194,198,,education; schools; negro education; black caucus; congressional black; congressional black caucus; busing; discriminatory practices; students; integration,3071,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3211289,Responding to the School Mobility of Children and Youth Experiencing Homelessness: The McKinney-Vento Act and Beyond,The Journal of Negro Education,2003,10.2307/3211289,article,research-article,jstor,,2003-01-01,1,72,http://www.jstor.org/stable/3211289,Patricia F. Julianelle; Maria Foscarinis,Journal of Negro Education,eng,39,54,,mckinney vento; homelessness; experiencing homelessness; vento act; mckinney vento act; school; children; youth experiencing; housing; youth experiencing homelessness,9196,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294961,Identifying School Desegregation Leadership Styles,The Journal of Negro Education,1980,10.2307/2294961,article,research-article,jstor,,1980-04-01,2,49,http://www.jstor.org/stable/2294961,William W. Beck; Glenn M. Linden; Michael E. Siegel,Journal of Negro Education,eng,115,133,,desegregation; dallas; schools; boston; school desegregation; desegregation plan; negro education; busing; oak cliff; community,7942,19,unigrams; bigrams; trigrams
